ID,CaseTitle,InitiationYear,ResolutionYear,RespondentState,ClaimantCountry,ClaimantName,InvestmentType,ArbitrationRules,LegalInstrument,OutcomeStatus,amountSought,amountSought_cur,amountAwarded,amountAwarded_cur,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator2Claimant,Arbitrator3,Arbitrator3Respondent,description,italaw
UNC261,Europe Cement Investment and Trade S.A. v. Turkey (ICSID Case No. ARB(AF)/07/2),2007,2009,Turkey,Poland,Europe Cement Investment and Trade S.A.,Electricity concessions,ICSID AF,Energy Charter Treaty,In favour of the State,3800000000,unknownValue,NA,DU,Donald M. McRAE,YES,Julian D.M. LEW,Yes,Laurent LÉVY,Yes,Electricity concession ,unknownValue
UNC107,National Grid PLC v. The Argentine Republic,2003,unknownValue,Argentina,United Kingdom,National Grid PLC,electricity enterprise,UNCITRAL,Argentina-United Kingdom BIT,In favour of the investor,unknownValue,unknownValue,54000000,USD,Andrés Rigo Sureda,unknownValue,Alejandro Miguel Garro,unknownValue,Judd L Kessler,unknownValue,unknownValue,unknownValue
UNC106,Consortium Groupement L.E.S.I. - DIPENTA v. Algeria (ICSID Case No. ARB/03/8),2003,2005,Algeria,Italy,Consortium Groupement L.E.S.I. - DIPENTA,Construction of a dam,ICSID,Algeria-Italy BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Pierre TERCIER,YES,André J.E. FAURÈS,YES,Emmanuel GAILLARD,YES,unknownValue,unknownValue
UNC105,Electricidad Argentina S.A. and EDF International S.A. v. Argentine Republic (ICSID Case No. ARB/03/22),2003,unknownValue,Argentina,France,Electricidad Argentina S.A. and EDF International S.A.,Electricity distribution enterprise,ICSID,Argentina-France BIT,Pending,1200000000,unknownValue,NA,NA,William W. PARK,YES,Gabrielle KAUFMANN-KOHLER,YES,Fernando DE TRAZEGNIES GRANDA,YES,This BIT claim involving an electricity concession in the Buenos Aires area has been suspended since our last Arbitration Scorecard in 2009 while renegotiation of the underlying concession contract continues. The dispute has its origins in the financial crisis early in the last decade,unknownValue
UNC104,"Bechtel Enterprises Holdings, Inc. and GE Structured Finance (GESF) v. The Government of India",2003,2005,India,Mauritius,"Bechtel Enterprises Holdings, Inc. and GE Structured Finance (GESF)",power plant,UNCITRAL,India-Mauritius BIT,Settled,1300000000,USD,DU,DU,Rosalyn Higgins,Yes,Martin Hunter,unknownValue,Cooke of Thorndon,unknownValue,One of the many claims flowing from the Dabhol power project in Mumbai. ,0
UNC103,"Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.) v. Peru (ICSID Case No. ARB/03/4)",2003,2005,Peru,Chile,"Industria Nacional de Alimentos, S.A. and Indalsa Perú, S.A. (formerly Empresas Lucchetti, S.A. and Lucchetti Perú, S.A.)",Pasta factory,ICSID,Chile-Peru BIT,In favour of the State,150000000,unknownValue,NA,NA,Thomas BUERGENTHAL,YES,Jan PAULSSON,YES,Bernardo M. CREMADES,YES,"A Chilean pasta manufacturer complained that Peru unlawfully denied it permits to build a new pasta factory in an area characterized by Peru as environmentally sensitive. Peru alleges corruption, which claimant denied. The tribunal held in February 2005 that it lacked jurisdiction, because the dispute originated before the signature of the Peru–Chile BIT. The award was upheld by a majority after undergoing an annulment review at ICSID.",unknownValue
UNC102,Metalpar S.A. and Buen Aire S.A. v. Argentine Republic (ICSID Case No. ARB/03/5),2003,2008,Argentina,Chile,Metalpar S.A. and Buen Aire S.A.,Motor vehicle enterprise,ICSID,Argentina-Chile BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Rodrigo OREAMUNO,YES,Duncan H. CAMERON,YES,Jean Paul CHABANEIX,YES,unknownValue,unknownValue
UNC268,Pantechniki S.A. Contractors & Engineers v. Albania (ICSID Case No. ARB/07/21),2007,2009,Albania,Greece,Pantechniki S.A. Contractors & Engineers,Construction contracts,ICSID,Albania-Greece BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Jan PAULSSON,YES,Jan Paulsson,sole arbitrato,NA,unknownValue,unknownValue,unknownValue
UNC269,Ron Fuchs v. The Georgia (ICSID Case No. ARB/07/15),2007,2010,Georgia,Israel,Ron Fuchs,Oil and gas distribution enterprise,ICSID,Georgia-Israel BIT,In favour of the investor,700000000,unknownValue,45000000,USD,L. Yves FORTIER,YES,Francisco ORREGO VICUÑA,YES,Vaughan LOWE,YES,"A companion case to the Kardassopolous claim (see above). Fuchs, an Israeli investor, worked in partnership with Kardassopolous on a Georgian pipeline scheme. Fuchs alleges that Georgia has breached provisions of the Israel–Georgia bilateral investment treaty. Georgia denies breaching protections owed to the claimant.",unknownValue
UNC051,"United Parcel Service of America, Inc. (UPS) v. Government of Canada",2000,2007,Canada,USA,"United Parcel Service of America, Inc. (UPS)",postal services,UNCITRAL,NAFTA,In favour of the State,275000000,unknownValue,NA,DU,Kenneth Keith,yes,Dean Ronald Cass,unknownValue,L. Yves Fortier,unknownValue,"In a politically contentious NAFTA arbitration, USA express courier company UPS had accused Canada and its monopoly postal service provider of favoring its own express courier service, Express Post, to the detriment of UPS. However, a majority of an arbitral panel ruled that Canada Post was operating as a commercial service provider, rather than an arm of the state, thus immunizing Canada against several allegations of NAFTA breach. The majority also dismissed a claim that Canadian government officials enforced customs laws to favor Canada Post’s express courier service.",unknownValue
UNC050,Salini Costruttori S.p.A. and Italstrade S.p.A. v. Kingdom of Morocco (ICSID Case No. ARB/00/4),2000,2004,Morocco,Italy,Salini Costruttori S.p.A. and Italstrade S.p.A.,Construction of the section of a highway,ICSID,Italy-Morocco BIT,Settled,unknownValue,unknownValue,DU,DU,Robert BRINER,YES,Bernardo M. CREMADES,YES,Ibrahim FADLALLAH,YES,unknownValue,unknownValue
UNC428,OI European Group B.V. v. Venezuela (ICSID Case No. ARB/11/25),2011,2015,Venezuela,Netherlands,OI European Group B.V.,Glass production enterprise,ICSID,Netherlands-Venezuela BIT,In favour of the investor,929500000,USD,470000000,USD,Juan FERNÁNDEZ-ARMESTO,YES,Francisco ORREGO VICUÑA,YES,Alexis MOURRE,YES,unknownValue,http://www.italaw.com/cases/2979
UNC439,Copper Mesa Mining Corporation v. Ecuador (PCA No. 2012-2),2011,unknownValue,Ecuador,Canada,Copper Mesa Mining Corporation,copper mining,UNCITRAL,Canada-Ecuador BIT,Pending,120000000,unknownValue,NA,NA,V. V. Veeder,Yes,Bernardo Cremades,Yes,Bruno Simma,Yes,unknownValue,Not found
UNC531,Photovoltaik Knopf Betriebs-GmbH v. The Czech Republic,2013,unknownValue,Czech Republic,Germany,Photovoltaik Knopf Betriebs-GmbH,solar energy,UNCITRAL,Czech Republic-Germany BIT; Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,Doak Bishop (resigned); Gary Born,Yes,Toby LANDAU,Yes,Case arising in response to the State levy on the Solar Power Industry,0
UNC056,Generation United Kingdom v. Ukraine (ICSID Case No. ARB/00/9),2000,2003,Ukraine,USA,Generation United Kingdom,Construction of an office building,ICSID,Ukraine-United States BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Jan PAULSSON,YES,Eugen SALPIUS,YES,Jürgen VOSS,YES,"Generation Ukraine, Inc., complained that it was blocked by local administrative authorities from developing a Kiev office project.",unknownValue
UNC431,"The Williams Companies, International Holdings B.V., WilPro Energy Services (El Furrial) Limited and WilPro Energy Services (Pigap II) Limited v. Venezuela (ICSID Case No. ARB/11/10)",2011,unknownValue,Venezuela,Netherlands/United Kingdom,"The Williams Companies, International Holdings B.V., WilPro Energy Services (El Furrial) Limited and WilPro Energy Services (Pigap II) Limited",Gas compression and injection enterprises,ICSID,Netherlands-Venezuela BIT,Settled,700000000,unknownValue,unknownValue,unknownValue,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,unknownValue,None
UNC402,"TECO Guatemala Holdings, LLC v. Guatemala (ICSID Case No. ARB/10/23)",2010,2013,Guatemala,USA,"TECO Guatemala Holdings, LLC",Electricity distribution concession,ICSID,CAFTA,In favour of the investor,285000000,unknownValue,23000000,USD,Alexis MOURRE,YES,William W. PARK,YES,Claus VON WOBESER,YES,unknownValue,unknownValue
UNC403,Ascom S.A v. Kazahkstan,2010,unknownValue,Kazakhstan,British Virgin Islands,Ascom S.A,Oil fields,SCC,Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,0
UNC369,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd. v. Mongolia",2010,unknownValue,Mongolia,China,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd.",mining company,UNCITRAL,China-Mongolia BIT,Pending,500000000,unknownValue,NA,NA,Donald Donovan,Yes,Mark Clodfelter,unknownValue,Yas Banifatemi,unknownValue,unknownValue,http://www.italaw.com/cases/279
UNC368,P.F. Vöcklinghaus v. Czech Republic,2009,unknownValue,Czech Republic,Germany,P.F. Vöcklinghaus,Property development,ICC,Germany-Czech Republic BIT,Pending,52338400,USD,NA,NA,John Beechey,Yes,Bohuslav Klein,Yes,Laurent Lévy,Yes,German entrepreneur claims his investment into the Cihelna golf course has been frustrated - by takeover of golf course during bankrupcy proceedings.,no
UNC406,Crystallex International Corporation v. Venezuela (ICSID Case No. ARB(AF)/11/2),2011,unknownValue,Venezuela,Canada,Crystallex International Corporation,Mining company,ICSID AF,Canada-Venezuela BIT,Pending,3200000000,unknownValue,NA,NA,Laurent LÉVY,YES,John Y. GOTANDA,YES,Laurence BOISSON DE CHAZOURNES,YES,"An ICSID Additional Facility claim filed in 2011 by a Canadian miner under the Canada/Venezuela BIT, arising out of the alleged expropriation of one of the largest untapped gold mines in the world. The respondent disputes the claims. The Las Cristinas mine also inspired an earlier (failed) claim by Vannessa Ventures.",unknownValue
UNC407,Mobile TeleSystems OJSC v. Turkmenistan (ICSID Case No. ARB(AF)/11/4),2011,2012,Turkmenistan,Russia,Mobile TeleSystems OJSC,Telecommunications enterprise,ICSID,Russia-Turkmenistan BIT,Settled,855000000,unknownValue,DU,DU,Campbell Alan McLACHLAN,YES,Michael C. PRYLES,YES,Thomas BUERGENTHAL,YES,unknownValue,unknownValue
UNC404,Murphy Exploration & Production Company – International v. The Ecuador (PCA Case No. AA434) (II),2011,unknownValue,Ecuador,USA,Murphy Exploration & Production Company – International,oil and gas,UNCITRAL,Ecuador-United States BIT,Pending,DU,unknownValue,NA,NA,Bernard Hanotiau,YES,Kaj Hobér,YES,Georges Abi-Saab,YES,unknownValue,http://www.italaw.com/cases/1198
UNC405,Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A. v. Albania (ICSID Case No. ARB/11/24),2011,2015,Albania,Greece,Mamidoil Jetoil Greek Petroleum Products Societe Anonyme S.A.,Oil storage and distribution project,ICSID,Albania-Greece BIT,Pending,unknownValue,unknownValue,NA,DU,Rolf KNIEPER,YES,Steven A. HAMMOND,YES,Yas BANIFATEMI,YES,unknownValue,unknownValue
UNC363,"Global Trading Resource Corp. and Globex International, Inc. v. Ukraine (ICSID Case No. ARB/09/11)",2009,2010,Ukraine,USA,"Global Trading Resource Corp. and Globex International, Inc.",Poultry products,ICSID,United States-Ukraine BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Franklin BERMAN,YES,Emmanuel GAILLARD,YES,J. Christopher THOMAS,YES,unknownValue,unknownValue
UNC362,ECE Projektmanagement v. The Czech Republic,2009,unknownValue,Czech Republic,Germany,ECE Projektmanagement,property development,UNCITRAL,Czech Republic-Germany BIT,In favour of the State,125000000,unknownValue,NA,DU,Sir Franklin Berman,yes,Andreas Bucher,DU,J. Christopher Thomas,DU,unknownValue,http://www.italaw.com/cases/2264
UNC408,Zamora Gold Corporation v. Ecuador,2011,unknownValue,Ecuador,Canada,Zamora Gold Corporation,Gold mining,UNCITRAL,Canada-Ecuador BIT,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,0
UNC360,"Commerce Group Corp. and San Sebastian Gold Mines, Inc. v. El Salvador (ICSID Case No. ARB/09/17)",2009,2011,El Salvador,USA,"Commerce Group Corp. and San Sebastian Gold Mines, Inc.",Mining concession,ICSID,CAFTA,In favour of the State,unknownValue,unknownValue,NA,DU,Albert Jan VAN DEN BERG,YES,Horacio A. GRIGERA NAÓN,YES,J. Christopher THOMAS,YES,unknownValue,unknownValue
UNC367,Cesare Galdabini SpA v. Russia,2009,2011,Russia,Italy,Cesare Galdabini SpA,unknownValue,UNCITRAL,Italy-Russia BIT,In favour of the State,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,http://www.italaw.com/cases/236
UNC366,"UAB ""ARVI"" ir ko and UAB ""SANITEX"" v. Serbia (ICSID Case No. ARB/09/21)",2009,2015,Serbia,Lithuania,"UAB ""ARVI"" ir ko and UAB ""SANITEX""",Fertilizer plant,ICSID,Lithuania-Serbia BIT; Lithuania-Montenegro BIT,Pending,unknownValue,unknownValue,NA,NA,Thomas BUERGENTHAL,YES,Charles N. BROWER,YES,Tibor VARADY,YES,unknownValue,unknownValue
UNC365,Electricite de France (EDF) International S.A. v. Hungary,2009,2014,Hungary,France,Electricite de France (EDF) International S.A.,Power purchase agreement,UNCITRAL,Energy Charter Treaty,In favour of the investor,144000000,unknownValue,DU,DU,Karl-Heinz Böckstiegel,Yes,Pierre-Marie Dupuy,Yes,Albert Jan van den Berg,Yes,"Termination of long-term power purchase agreements, under pressure from the European Commission.",http://www.energycharter.org/what-we-do/dispute-settlement/investment-dispute-settlement-cases/25-edf-international-sa-france-v-republic-of-hungary/
UNC364,ICS Inspection and Control Services Limited v. The Argentine Republic (PCA Case No. 2010-9),2009,2012,Argentina,United Kingdom,ICS Inspection and Control Services Limited,export control,UNCITRAL,Argentina-United Kingdom BIT,In favour of the State,25000000,USD,NA,DU,Pierre-Marie Dupuy,YES,Marc Lalonde,YES,Santiago Torres Bernárdez,YES,unknownValue,http://www.italaw.com/cases/551
UNC569,"Unión Fenosa Gas, S.A. v. Arab Egypt (ICSID Case No. ARB/14/4)",2014,unknownValue,Egypt,Spain,"Unión Fenosa Gas, S.A.",Natural gas liquefaction operations,ICSID,Egypt-Spain BIT,Pending,unknownValue,unknownValue,NA,NA,V.V. VEEDER,YES,J. William ROWLEY,YES,Mark A. CLODFELTER,YES,unknownValue,unknownValue
UNC568,NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V. v. Kingdom of Spain (ICSID Case No. ARB/14/11),2014,unknownValue,Spain,Netherlands,NextEra Energy Global Holdings B.V. and NextEra Energy Spain Holdings B.V.,Renewable energy generation enterprise,ICSID,Energy Charter Treaty,Pending,DU,unknownValue,NA,NA,Donald M. McRAE,YES,L. Yves FORTIER,YES,Laurence BOISSON DE CHAZOURNES,YES,Claim arising in response to reform of renewable energy policy,unknownValue
UNC565,Edenred S.A. v. Hungary (ICSID Case No. ARB/13/21),2013,unknownValue,Hungary,France,Edenred S.A.,Food voucher services,ICSID,France-Hungary BIT,Pending,unknownValue,unknownValue,NA,NA,Juan FERNÁNDEZ-ARMESTO,YES,Francisco ORREGO VICUÑA,YES,Claus VON WOBESER,YES,unknownValue,unknownValue
UNC564,Spence International Investments et al. v. Costa Rica (ICSID Case No. UNCT/13/2),2013,unknownValue,Costa Rica,USA,Spence International Investments et al.,tourism,UNCITRAL,CAFTA,Pending,49000000,USD,NA,NA,Daniel Bethlehem,YES,Mark Kantor,YES,Raúl Vinuesa,YES,unknownValue,http://www.italaw.com/cases/2110
UNC567,VICAT v. Senegal (ICSID Case No. ARB/14/19),2014,unknownValue,Senegal,France,VICAT,Cement manufacturing enterprise,ICSID,France-Senegal BIT,Pending,unknownValue,unknownValue,NA,NA,Klaus SACHS,YES,Peter POLAK,YES,Barton LEGUM,YES,unknownValue,unknownValue
UNC566,Isolux Infrastructure Netherlands B.V. v. Kingdom of Spain,2013,unknownValue,Spain,Netherlands,Isolux Infrastructure Netherlands B.V.,solar energy,SCC,Energy Charter Treaty,Pending,DU,unknownValue,NA,NA,Yves Derains,Yes,Guido S. Tawil,unknownValue,Claus von Wobeser,unknownValue,Claim arising in response to reform of renewable energy policy,0
UNC561,"Mr. Jürgen Wirtgen, Mr. Stefan Wirtgen, and JSW Solar (zwei) GmbH & Co.KG v. Czech Republic",2013,unknownValue,Czech Republic,Germany,"Mr. Jürgen Wirtgen, Mr. Stefan Wirtgen, and JSW Solar (zwei) GmbH & Co.KG",solar energy,UNCITRAL,Czech Republic-Germany BIT,Pending,unknownValue,unknownValue,NA,NA,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,unknownValue,Case arising in response to the State levy on the Solar Power Industry,0
UNC560,Antaris Solar GmbH and Dr. Michael Göde v. The Czech Republic,2013,unknownValue,Czech Republic,Germany,Antaris Solar GmbH and Dr. Michael Göde,solar energy,UNCITRAL,Czechoslovakia-Germany BIT; Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,Lord Collins,Yes,Doak Bishop (resigned); Gary Born,Yes,Peter Tomka,Yes,Case arising in response to the State levy on the Solar Power Industry,0
UNC563,Federal Elektrik Yatırım ve Ticaret A.Ş. and others v. Uzbekistan (ICSID Case No. ARB/13/9),2013,unknownValue,Uzbekistan,Turkey,Federal Elektrik Yatırım ve Ticaret A.Ş. and others,Renovation and development of natural gas system,ICSID,Turkey-Uzbekistan BIT; Energy Charter Treaty,Pending,unknownValue,unknownValue,NA,NA,Laurent LÉVY,YES,Jan PAULSSON,YES,V.V. VEEDER,YES,unknownValue,unknownValue
UNC562,Mytilineos Holdings v. Serbia (II),2013,unknownValue,Serbia,Greece,Mytilineos Holdings,mineral extraction,UNCITRAL,Greece-Serbia BIT,Pending,unknownValue,unknownValue,NA,NA,Klaus Sachs,Yes,Doak Bishop,Yes,Tibor Varady (challenged); Mirko Vaseljevic,Yes,unknownValue,Not found
UNC199,European Media Ventures SA v. The Czech Republic,2005,2007,Czech Republic,Belgium/Luxembourg,European Media Ventures SA,broadcasting enterprise,UNCITRAL,Belgium and Luxembourg-Czech Republic BIT,In favour of the State,33000000,USD,NA,NA,Lord Mustill,unknownValue,Julian Lew,unknownValue,Christopher Greenwood,unknownValue,"The dispute was based on a claim stemming from the failure to transfer the broadcasting licence if TV3 to KTV, a company owned by the claimant. ",unknownValue
UNC161,"Motorola Credit Corporation, Inc. v. Turkey (ICSID Case No. ARB/04/21)",2004,2005,Turkey,USA,"Motorola Credit Corporation, Inc.",Cellular telecommunications network,ICSID,Turkey-United States BIT,Settled,2000000000,USD,NA,DU,Henri C. ÁLVAREZ,YES,Jan PAULSSON,YES,Pierre MAYER,YES,"A BIT dispute arising out Motorola’s investment in a mobile phone system controlled by members of the Uzan family, now wanted for alleged fraud in Turkey. Turkey is seeking to recover Uzan assets on its own behalf. Motorola’s fraud claim against the Uzans personally resulted in a $4 billion verdict in New York federal court in July 2003.",Not found
UNC249,Liman Caspian Oil BV and NCL Dutch Investment BV v. Kazakhstan (ICSID Case No. ARB/07/14),2007,2010,Kazakhstan,Netherlands,Liman Caspian Oil BV and NCL Dutch Investment BV,Exploration and extraction of hydrocarbons,ICSID,Energy Charter Treaty,In favour of the State,200000000,USD,NA,DU,Karl-Heinz BÖCKSTIEGEL,YES,Kaj HOBÉR,YES,James R. CRAWFORD,YES,Exploration and extraction of hydrocarbons ,http://www.italaw.com/cases/1977
UNC318,Perenco Ecuador Limited v. Ecuador (Petroecuador) (ICSID Case No. ARB/08/6),2008,unknownValue,Ecuador,Bahamas,Perenco Ecuador Limited,Hydrocarbon concession,ICSID,Ecuador-France BIT,Pending,3000000000,unknownValue,NA,NA,Peter TOMKA,YES,Neil KAPLAN,YES,J. Christopher THOMAS,YES,"France's Perenco S.A. is challenging Ecuador's 2006 imposition of a windfall tax on energy producers, and its eventual takeover of the oil fields Perenco operated with Burlington Resources (which has filed a parallel claim). Perenco brought this action in 2008, arguing that the windfall tax breaches the France-Ecuador BIT and the stabilization pact in their production sharing contract. In March 2009 the state began seizing and auctioning Perenco’s crude oil in order to pay accumulated assessments. In May 2009, the tribunal ordered Ecuador to refrain from pursuing any action to collect the disputed amounts -- but the state took the position that ICSID interim measures are non-binding, and continued. In July 2009, Ecuador took over the fields and, in 2010, terminated the consortium’s contracts. In June 2011 the tribunal confirmed its jurisdiction under the contracts at issue, but deferred the questions of treaty jurisdiction. A hearing on liability and the remaining jurisdictional issues took place in The Hague in November 2012. A hearing on Ecuador’s counterclaims -- alleging environmental damage and poor operations of the oil blocks -- will be held in September 2013.",unknownValue
UNC319,HICEE B.V. v. The Slovak Republic (PCA Case No. 2009-11),2008,2011,Slovakia,Netherlands,HICEE B.V.,Health insurance provider,UNCITRAL,Netherlands-Slovak Republic BIT,In favour of the State,1388000000,USD,NA,DU,"Berman, F.",Yes,"Brower, C. N.",Yes,"Tomka, P.",Yes,Claims arising out of the alleged reversal of a series of health care reforms initiated by a previous administration (including the requirement that insurance must be provided on a not-for-profit basis),http://www.italaw.com/cases/534
UNC316,TRACO Deutsche Travertin Werke GmbH v. The Poland,2008,2012,Poland,Germany,TRACO Deutsche Travertin Werke GmbH,stone mining,UNCITRAL,German-Poland BIT,In favour of the State,11940400,USD,NA,NA,V.V. VEEDER,Yes,Christoph Schreuer,Yes,Brigitte STERN,Yes,unknownValue,http://www.italaw.com/cases/2408
UNC317,InterTrade Holding GmbH v. The Czech Republic,2008,2012,Czech Republic,Germany,InterTrade Holding GmbH,forestry,UNCITRAL,Germany-Czech Republic BIT,In favour of the State,125000000,unknownValue,NA,DU,L. Yves Fortier,Yes,Henri Alvarez,Yes,Brigitte Stern,Yes,InterTrade alleges that its stake in a Czech forestry company CE Wood has suffered precipitous losses following various irregularities on the part of a Czech state agency in charge of forestry management and tendering. A tribunal is currently being constituted to hear this claim under the Germany–Czech Republic BIT.,http://www.italaw.com/cases/1898
UNC314,GEA Group Aktiengesellschaft v. Ukraine (ICSID Case No. ARB/08/16),2008,2011,Ukraine,Germany,GEA Group Aktiengesellschaft,Petrochemical industry,ICSID,Germany-Ukraine BIT,In favour of the State,unknownValue,unknownValue,NA,DU,Albert Jan VAN DEN BERG,YES,Toby LANDAU,YES,Brigitte STERN,YES,unknownValue,unknownValue
UNC315,Itera International Energy LLC and Itera Group NV v. Georgia (ICSID Case No. ARB/08/7),2008,unknownValue,Georgia,Netherlands/USA,Itera International Energy LLC and Itera Group NV,Gas distribution enterprise,ICSID,Georgia-United States BIT; Georgia-Netherlands BIT,Discontinued (for unknown reasons or reasons other than settlement),46400000,USD,NA,DU,Hans DANELIUS,YES,Francisco ORREGO VICUÑA,YES,Brigitte STERN,YES,unknownValue,http://www.italaw.com/cases/584
UNC312,Participaciones Inversiones Portuarias SARL v. Gabonese Republic (ICSID Case No. ARB/08/17),2008,2011,Gabon,Luxembourg,Participaciones Inversiones Portuarias SARL,Concession regarding two ports,ICSID,Belgium/Luxembourg-Gabon BIT,Discontinued (for unknown reasons or reasons other than settlement),unknownValue,unknownValue,unknownValue,unknownValue,Jan PAULSSON,YES,Ibrahim FADLALLAH,YES,Brigitte STERN,YES,unknownValue,unknownValue
UNC313,Alapli Elektrik B.V. v. Turkey (ICSID Case No. ARB/08/13),2008,2012,Turkey,Netherlands,Alapli Elektrik B.V.,Electricity concession,ICSID,Energy Charter Treaty; Netherlands-Turkey BIT,In favour of the State,100000000,USD,NA,NA,William W. PARK,YES,Marc LALONDE,YES,Brigitte STERN,YES,An ICSID arbitration brought under Netherlands–Turkey bilateral investment treaty and Energy Charter Treaty. The claim relates to electricity generation concession agreements.,http://www.italaw.com/cases/1708
UNC310,Apotex Inc. v. USA (ICSID Case No. UNCT/10/2) (I),2008,2013,USA,Canada,Apotex Inc.,pharmaceutics,UNCITRAL,NAFTA,In favour of the State,DU,USD,NA,DU,Toby LANDAU,YES,Fern M. SMITH,YES,Clifford M. DAVIDSON,YES,unknownValue,0
UNC311,"Burlington Resources, Inc. v. Ecuador (ICSID Case No. ARB/08/5)",2008,unknownValue,Ecuador,USA,"Burlington Resources, Inc.",Hydrocarbon concession,ICSID,United States-Ecuador BIT,Pending,2000000000,unknownValue,NA,NA,Gabrielle KAUFMANN-KOHLER,YES,Stephen L. DRYMER,YES,Brigitte STERN,YES,"Burlington is one of several energy companies to challenge Ecuador's Law No. 42, a windfall levy slapped on ""excess energy profits."" In June 2010 arbitrators asserted jurisdiction over certain claims, while declining to hear others because the USA-Ecuador BIT applies only in limited ways to ""tax"" measures by a state. In December 2012 they ruled in Burlington’s favor on liability. In August, the tribunal will hear arguments on damages  as well as Ecuador’s environmental counterclaim, alleging that Burlington contaminated two oil-producing blocks in the Amazon region of Ecuador.",unknownValue
UNC499,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH v. Slovak Republic (ICSID Case No. ARB/12/7)",2012,2013,Slovakia,France/Germany/Netherlands,"Slovak Gas Holding BV, GDF International SAS and E.ON Ruhrgas International GmbH",Natural gas services,ICSID,Energy Charter Treaty,Settled,1000000000,unknownValue,DU,DU,Toby LANDAU,YES,Zachary DOUGLAS,YES,J. Christopher THOMAS,YES,Enactement and amendment of different domestic regulations by Respondent leading to a change in natural gas pricing resulting in financial losses.,http://www.italaw.com/cases/1833
UNC498,Mr. Ali Allawi v. Islamic Pakistan,2012,unknownValue,Pakistan,United Kingdom,Mr. Ali Allawi,gas,UNCITRAL,Pakistan-United Kingdom BIT,Pending,100000000,unknownValue,NA,NA,L. Yves Fortier,Yes,Charles Brower,Yes,J. Christopher Thomas,Yes,unknownValue,http://www.italaw.com/cases/2032
UNC491,Sanum Investments v. Lao People’s Democratic Republic (PCA Case No. 2013-13),2012,2014,Lao PDR,Macao,Sanum Investments,casino,UNCITRAL,China-Laos BIT,Settled,235000000,unknownValue,DU,DU,Andres Rigo Sureda,Yes,Bernard Hanotiau,unknownValue,Brigitte Stern,unknownValue,unknownValue,http://www.italaw.com/cases/2050
UNC490,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda. v. Venezuela (ICSID Case No. ARB/12/23) (I),2012,unknownValue,Venezuela,Luxembourg/Portugal,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda.,Production of hot briquetted iron and steel products,ICSID,Portugal-Venezuela BIT; Luxembourg-Venezuela  BIT,Pending,unknownValue,unknownValue,NA,NA,Juan FERNÁNDEZ-ARMESTO,YES,Enrique GÓMEZ-PINZÓN,Yes,Brigitte STERN,Yes,unknownValue,unknownValue
UNC493,"Tenoch Holdings Limited, Mr. Maxim Naumchenko and Mr. Andrey Poluektov v. The India (PCA Case No. 2013-23)",2012,unknownValue,India,Russia/Cyprus,"Tenoch Holdings Limited, Mr. Maxim Naumchenko and Mr. Andrey Poluektov",telecom,UNCITRAL,India-Russia BIT; Cyprus-India BIT,Pending,300000000,unknownValue,NA,NA,Bernardo Sepúlveda Amor,Yes,Charles Brower,Yes,Brigitte Stern,Yes,unknownValue,http://www.italaw.com/cases/1933
