ID,FISCAL YEAR,AMOUNT IN CONTROVERSY,amountSought,DISPUTE,Claimant name,Claimant country,Respondent State,CLAIMANT COUNSEL,RESPONDENTSCOUNSEL,ARBITRAL INST SITE,ARBITRATORS,Arbitrator1,Arbitrator1President,Arbitrator2,Arbitrator3,description,SOURCE,TYPE
UNC285,2009,Over $4.5 billion,4500000000,Giovanna a Beccara et al. v. Argentine Republic,Giovanna a Beccara et al.,Italy,Argentina,"White & Case; Grimaldi e Associati; Pérez Alati, Grondona, Benites, Arntsen & Martínez de Hoz, Jr.",Argentina’s Office of the Solicitor General; Cleary Gottlieb Steen & Hamilton,"ICSID/Washington, D.C.","Robert Briner, Georges Abi-Saab, Albert Jan van den Berg",Robert Briner,,Georges Abi-Saab,Albert Jan van den Berg,"The largest by far of three known investment treaty claims brought against Argentina by foreign bondholders who declined to accept a 2005 settlement offered by Argentina in the aftermath of its sovereign debt default. This class action–style claim under the Italy-Argentina investment treaty has been brought on behalf of more than 180,000 Italian holders of Argentine sovereign bonds, and is the largest claim to arise out of the economic crisis that roiled Argentina earlier this decade. A hearing on jurisdiction in this closely watched arbitration is slated for June 2009.",,TREATY
UNC289,2009,$900 million,900000000,Turkcell Iletisim Hizmetleri A.S. v. The Islamic Iran,Turkcell Iletisim Hizmetleri A.S.,Turkey,Islamic Iran,Clifford Chance,CILA (Centre for International Legal Affairs),Ad hoc (UNCITRAL),"Hossein Abedian Kalkhoran, Charles Brower, Neil Kaplan",Hossein Abedian Kalkhoran,,Charles Brower,Neil Kaplan,"Turkcell filed the first known investor claim against Iran under a bilateral investment treaty in late 2007, alleging that it was cut out of a lucrative mobile phone concession due to the company’s business relations with Israel. Iran has issued no comment about the claim.",,TREATY
UNC290,2009,$1 billion,1000000000,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V.,Netherlands,Venezuela,,"Skadden, Arps, Slate, Meagher & Flom","Curtis Mallet-Prevost, Colt & Mosle; Procuradora General de la Republica; Ministro del Poder Popular para la Energia y Petro Presidente de PDVSA; Ministro del Poder Popular para alas Industrias Basicas y Mineria","ICSID/Washington, D.C.",,,D.C.,,"Venezuela pulled the plug on a BIT with Netherlands when the treaty began to be used by the Dutch affiliates of unhappy foreign investors. However, two Dutch affiliates of the Mexican cement giant, CEMEX, are contending that the treaty still protects their Venezuelan subsidiary, which was confiscated by the Venezuelan government in 2008. Venezuela nationalized the cement industry after accusing foreign-owned players of charging high prices and failing to meet the needs of the Venezuelan market.",,TREATY
UNC291,2009,$600 million,600000000,Millicom International Operations B.V. and Sentel GSM S.A. v. The Senegal,Millicom International Operations B.V. and Sentel GSM S.A.,Netherlands,Senegal,Allen & Overy,Clifford Chance,"ICSID/Washington, D.C.","Pierre Tercier, Ronny Abraham, Kaj Hobér",Pierre Tercier,,Ronny Abraham,Kaj Hobér,"Telecom company objects to disconnection. The claimants, a Dutch company, complain that their local subsidiary, Sentel, saw its network operating license terminated illegally. The Senegalese government questions whether the Dutch company can claim on behalf of Sentel, the local operator, for breaches of Netherlands-Senegal bilateral investment treaty.",,TREATY
UNC296,2009,$120 million,120000000,AEI Luxembourg Holdings S.ar.L v. Bolivia,AEI Luxembourg Holdings S.ar.L,Luxembourg,Bolivia,King & Spalding,Foley Hoag,SCC/Stockholm,"Gabrielle Kaufmann-Kohler, Charles Brower, Yves Derains",Gabrielle Kaufmann-Kohler,,Charles Brower,Yves Derains,The claim involved a dispute under the Belgium/Luxembourg–Bolivia Bilateral Investment Treaty for Bolivia’s nationalization of claimant’s interest in the Bolivian gas transportation pipeline company Transredes. The case settled several months after filing.,,TREATY
UNC297,2009,$300 million,300000000,Impregilo SpA v. Argentine Republic,Impregilo SpA,Italy,Argentina,King & Spalding,Attorney general of Argentina,"ICSID/Washington, D.C.",Charles Brower; other arbitrators not yet appointed,,,Charles Brower,,"Highway dispute takes its toll on investor. Impregilo complains that various measures taken by Argentina have adversely impacted the Italian company’s investments in a road and highways system around the city of Cordoba in Argentina. The claim is brought under the Italy-Argentina bilateral investment treaty. The Argentine government denies that the measures breached the treaty, and insists they were necessary due to the nature of the economic crisis.",,TREATY
UNC298,2009,Over $2 billion,2000000000,Caratube International Oil Company LLP v. Kazakhstan,Caratube International Oil Company LLP,USA,Kazakhstan,Allen & Overy,"Curtis, Mallet-Prevost, Colt & Mosle","ICSID/Washington, D.C.","Gavan Griffith, Kamal Hossain, Karl-Heinz Böckstiegel",Gavan Griffith,,Kamal Hossain,Karl-Heinz Böckstiegel,"Few details of this claim under the USA–Kazakhstan BIT have emerged to date. However, Caratube claims that the Kazakhstan expropriated its long-term contract to explore and develop hydrocarbons in the Aktobe region of the country. The Kazakh government, in keeping with its general practice, has not issued any comment about the case.",,TREATY
UNC301,2009,$1.1 billion,1100000000,OAO Tatneft v. United Kingdom,OAO Tatneft,Russia,United Kingdom,Cleary Gottlieb Steen & Hamilton,Dewey & LeBoeuf; Grischenko & Partners,Ad hoc (UNCITRAL)/Paris,"Francisco Orrego Vicuña, Charles Brower, Marc Lalonde",Francisco Orrego Vicuña,,Charles Brower,Marc Lalonde,"Tatneft complains that its United Kingdom subsidiary was the victim of an armed takeover of the Kremenchug oil refinery in 2007. Tatneft, a Russian company, is a shareholder in United Kingdomrtatnafta, the United Kingdom company that owns the refinery. Tatneft alleges breaches of the BIT between Russia and United Kingdom. For its part, United Kingdom has been tight-lipped about the dispute.",,TREATY
UNC307,2009,Over $100 million,100000000,ATA Construction Industrial and Trading Company v. The Hashemite Kingdom of Jordan,ATA Construction Industrial and Trading Company,Turkey,Jordan,Latham & Watkins,Covington & Burling,ICSID/London,"L. Yves Fortier (president), Ahmed El-Kosheri, W. Michael Reisman",L. Yves Fortier,yes,Ahmed El-Kosheri,W. Michael Reisman,"Turkish firm ATA complains that Jordan wrongly annulled a contractual arbitration award, leading to a denial of justice under the Turkey–Jordan bilateral investment treaty. Jordan has raised objections to the case on jurisdictional grounds and with respect to the merits.",,TREATY
UNC308,2009,Over $100 million,100000000,Nova Scotia Power v. Venezuela,Nova Scotia Power,Canada,Venezuela,Fulbright & Jaworski,Foley Hoag,Ad hoc (UNCITRAL),Unknown at press time,Unknown at press time,,,,"Nova Scotia Power, one of Canada’s largest power generation companies, accuses Venezuela of breaching the Canada–Venezuela bilateral investment treaty. Nova Scotia Power had entered into a long-term coal supply agreement with a Venezuelan company, but the coal supply was suspended in December 2007, and the claimant seeks to hold Venezuela responsible for this development.",,TREATY
UNC309,2009,Over $100 million,100000000,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company and Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. The State of Georgia.,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company and Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company,Turkey,Georgia,Latham & Watkins,White & Case,ICSID,"Marc Lalonde, Francisco Orrego Vicuña, Sandra Morelli Rico",Marc Lalonde,,Francisco Orrego Vicuña,Sandra Morelli Rico,"The Turkish claimants allege expropriation of their investments in a motorway construction project and a separate hotel investment in Georgia. In addition to treaty claims, the claimants also allege breaches of a domestic statute designed to protect foreign investors.",,TREATY
UNC311,2009,$800 million,800000000,"Burlington Resources Inc., Burlington Resources Oriente Ltd., Burlington Resources Andean Ltd. and Burlington Resources Ecuador Ltd. v. The Ecuador, Empresa Estatal Petroleos","Burlington Resources Inc. (subsidiary of Conoco Phillips), Burlington Resources Oriente Ltd., Burlington Resources Andean Ltd. and Burlington Resources Ecuador Ltd.",USA,Ecuador,Freshfields Bruckhaus Deringer,Dechert,"ICSID/Washington, D.C.","Gabrielle Kaufmann-Kohler, Francisco Orrego Vicuña, Brigitte Stern",Gabrielle Kaufmann-Kohler,,Francisco Orrego Vicuña,Brigitte Stern,"Burlington is one of several energy companies to challenge the legality of Ecuador’s Law no. 42, a windfall levy slapped on “excess energy profits.” The USA firm’s joint-venture partner, the French company Perenco, is also pursuing a parallel claim before a separate panel of arbitrators.",,TREATY
UNC313,2009,Over $100 million,100000000,Alapli Elektrik BV v. The Turkey,Alapli Elektrik BV,Netherlands,Turkey,Latham & Watkins,Sidley Austin,ICSID,"Marc Lalonde, Brigitte Stern, William Park (chair)",William Park,yes,Brigitte Stern,Marc Lalonde,An ICSID arbitration brought under Netherlands–Turkey bilateral investment treaty and Energy Charter Treaty. The claim relates to electricity generation concession agreements.,,TREATY
UNC317,2009,At least $113 million,113000000,InterTrade Holding GmbH v. The Czech Republic,InterTrade Holding GmbH,Germany,Czech Republic,Python & Peter,Unknown at press time,Ad hoc,Unknown at press time,Unknown at press time,,,,InterTrade alleges that its stake in a Czech forestry company CE Wood has suffered precipitous losses following various irregularities on the part of a Czech state agency in charge of forestry management and tendering. A tribunal is currently being constituted to hear this claim under the Germany–Czech Republic BIT.,,TREATY
UNC318,2009,$275 million,275000000,Perenco Ecuador Limited v. Ecuador and Empresa Estatal Petroleos Del Ecuador,Perenco Ecuador Limited,USA,Ecuador,Debevoise & Plimpton,"Dechert; Procurador General del Estado; Ministro de Minas y Petroleos; Director Nacional de Patrocinio Internacional, Presidente Ejecutivo",ICSID,"Thomas Bingham, John Christopher Thomas, Charles Brower",Thomas Bingham,,John Christopher Thomas,Charles Brower,"One of several claims challenging Ecuador’s 2006 imposition of a so-called windfall levy on energy producers. In a move that angered Ecuador, arbitrators issued an interim order in May 2009, forbidding Ecuador from chasing Perenco for nonpayment of the disputed taxes. However, at press time Ecuador’s state oil company had seized quantities of oil from Perenco in an effort to make good on the back-taxes.",,TREATY
UNC319,2009,Over $1 billion,1000000000,HICEE BV v. Slovak Republic,HICEE BV,Netherlands,Slovak Republic,Sidley Austin,Government counsel,UNCITRAL/location to be determined,Charles Brower and others to be appointed,Charles Brower,,,,"Shock therapy for the Slovak health insurance sector may generate long-term headaches. When the Slovak government reversed a series of World Bank–sponsored health care reforms initiated by a previous administration, foreign investors cried foul. HICEE, a Dutch insurer, is one of two claimants to file separate claims alleging that their stakes in Slovak insurance companies were wiped out when the government passed a law mandating that insurance must be provided on a not-for-profit basis.",,TREATY
UNC323,2009,Over $700 million,700000000,Mercuria Energy Group v. Poland,Mercuria Energy Group,Cyprus,Poland,Shearman & Sterling,Clifford Chance,SCC/Stockholm,"Albert Jan van den Berg, Vaughan Lowe, Pierre Tercier",Albert Jan van den Berg,,Vaughan Lowe,Pierre Tercier,"Mercuria complains that Poland, at the behest of the European Union, has introduced onerous new requirements on fuel importers to stockpile greater quantities of fuel. The Cypriot-based energy firm says that Poland has applied the EU directive in a discriminatory manner, contrary to the Energy Charter Treaty. Poland declines to comment about claims brought under investment treaties.",,TREATY
UNC324,2009,Over $100 million,100000000,Eureko B.V. v. Slovak Republic,Achmea B.V. (formerly Eureko B.V.),Netherlands,Slovak Republic,Unknown at press time,Unknown at press time,UNCITRAL,Unknown at press time,Unknown at press time,,,,"When the Slovak government reversed a series of World Bank–sponsored health care reforms initiated by a previous administration, foreign investors cried foul. Eureko, a Dutch insurer, filed suit, alleging that its stake in a Slovak insurance company was wiped out when the government passed a law mandating that insurance must be provided on a not-for-profit basis. (Another Dutch insurer, HICEE, has a separate claim on our chart. )",,TREATY
UNC325,2009,$120 million,120000000,Murphy Exploration and Production Company International v. Ecuador,Murphy Exploration and Production Company International,USA,Ecuador,"King & Spalding; Perez, Bustamante & Ponce",Winston & Strawn; Foley Hoag; Cabezas & Wray,"ICSID/Washington, D.C.","Rodrigo Oreamuno, Horacio Grigera Naón, Raul Vinuesa",Rodrigo Oreamuno,,Horacio Grigera Naón,Raul Vinuesa,"One of several claims arising out of Ecuador’s windfall levy imposed on oil producers. Murphy says the levy violates stabilization provisions in its contract, as well as the USA–Ecuador BIT. Ecuador has threatened a counterclaim for environmental damage and other failings by the claimant.",,TREATY
UNC335,2009,$400 million,400000000,H&H Investment Enterprises Inc. v. Arab Egypt,H&H Investment Enterprises Inc.,USA,Arab Egypt,Crowell & Moring,Unknown,Unknown,Unknown,Unknown,,,,"H&H, a United States tourism services company, alleges that Egypt has breached protections contained in the USA–Egypt bilateral investment treaty. Little information had emerged at press time; however, a notice of dispute was filed in August 2008 and the claimant has pledged to pursue ICSID arbitration imminently.",,TREATY
UNC336,2009,$1 billion,1000000000,Teinver S.A. v. Argentine Republic,Teinver S.A.,Spain,Argentina,King & Spalding,Attorney general of Argentina,"ICSID/Washington, D.C.",,,,,,"Airline dispute touches down at ICSID. The Spanish claimants filed their request for arbitration in December 2008, challenging Argentina’s nationalization of a pair of ailing airlines: international carrier Aerolieneas and domestic carrier Austral. The dispute focuses largely on the amount of compensation that the Spanish firm should receive for its controlling stake in the two firms.",,TREATY
UNC357,2009,$500 million,500000000,Pacific Rim Mining Corporation v. El Salvador,Pacific Rim Mining Corporation,ND,El Salvador,"Crowell & Moring LLP; Rusconi, Valdez, Medina & Asociados Central Law",Not selected at press time,"ICSID/Washington, D.C.",Not selected at press time,,,,,"Pacific Rim, a North American mining company filed a claim under CAFTA after waiting many months for key mining exploration and exploitation permits. The company alleges that the permits are not forthcoming and that government regulators are sitting on their hands to appease critics of the project. The dispute has attracted considerable media scrutiny, with environmental groups and the local Catholic Church raising concerns as to potential risks to the country’s main water source.",,TREATY
NOT014,2009,Approximately $100 million,100000000,"Repsol YPF, Murphy Ecuador Oil Company, CRS Resources, and OPIC v. The Ecuador","Repsol YPF, Murphy Ecuador Oil Company, CRS Resources, and OPIC",Spain,Ecuador,King & Spalding,Winston & Strawn,ICSID,"Rodrigo Oreamuno, Horacio Grigera Naon, Raul Vinuesa",Rodrigo Oreamuno,,Horacio Grigera Naon,Raul Vinuesa,"Another challenge to the windfall levy imposed in 2006 by Ecuador on oil producers. The claimants complain that the measures breach various commitments, including an oil participation contract. ",,TREATY
NOT015,2009,Over $1 billion,1000000000,Eurotunnel Group (France/United Kingdom) v. The French Republic and the United Kingdom of Great Britain and Northern Ireland,Eurotunnel Group,France/United Kingdom,France/United Kingdom,Herbert Smith,Government counsel,Permanent Court of Arbitration/Brussels,"James Crawford, L. Yves Fortier, Jan Paulsson, Gilbert Guillaume, Peter Millett",James Crawford,,L. Yves Fortier,Jan Paulsson,"Eurotunnel Group claims that France and the United Kingdom violated their obligations under the 1986 Treaty of Canterbury and the concession agreement for operating the Channel tunnel. Among other things, Eurotunnel was unhappy with competing French ferry service and with a refugee camp for asylum-seekers that was located near the tunnel’s mouth in Calais. In January 2007 the panel found both nations in violation (France unanimously and Britain by split decision). Separate briefing on damages remains ongoing.",,TREATY
NOT016,2009,$2.2 billion,2200000000,Elliott B.V. v. the Philippines,Elliott B.V.,Netherlands,Philippines,Allens Arthur Robinson,"Paul, Hastings, Janofsky & Walker","ICSID/Washington, D.C.",A Dutch subsidiary of the prominent hedge fund Elliott,,,,,"Associates initiated arbitration against the the Philippines under Netherlands–Philippines BIT. However, it withdrew the claim before it was registered by ICSID. Instead, a consortium in which Elliott had a stake will continue with a parallel UNCITRAL–based contract arbitration, alleging expropriation of its stake in a Metro Rail build-lease-transfer arrangement with the government.",,TREATY
NOT017,2009,$250 million,250000000,Inna Gudavadze v. Georgia,Inna Gudavadze,ND,Georgia,Debevoise & Plimpton,White & Case,Ad hoc (UNCITRAL),"William Park, Bernard Hanotiau, David Williams",William Park,,Bernard Hanotiau,David Williams,"The claimant, a London-based widow of a wealthy Georgian national, filed a claim under a domestic statute protecting foreign investment in Georgia. At issue in the claim is the alleged expropriation by the state of a television broadcast station and an amusement park.",,TREATY
NOT018,2009,Approximately $330 million,330000000,United States v. Canada,United States,USA,Canada,USA Department of Justice (with Herbert Smith consulting),"Weil, Gotshal & Manges",LCIA/London,"Gabrielle Kaufmann-Kohler, Albert Jan van den Berg, David Williams",Gabrielle Kaufmann-Kohler,,Albert Jan van den Berg,David Williams,This LCIA dispute is the latest permutation of a long-running dispute over access for Canadian softwood lumber to the USA market. The claim involves allegations by the USA that Canada is contravening an earlier Softwood Lumber Agreement by providing grants and subsidies to offset certain export measures imposed under the agreement.,,TREATY
NOT019,2009,$500 million,500000000,Israel Corporation v. El Salvador,Israel Corporation,ND,El Salvador,Fulbright & Jaworski,"Ministry of Foreign Affairs, El Salvador",Not selected at press time,Not selected at press time,,,,,"Israel Corporation complains of breaches of the provisions of the Israel–El Salvador BIT. The dispute arises out of El Salvador’s alleged failure to reimburse certain taxes to an Israel Corporation subsidiary, along with El Salvador’s efforts to enforce a previous UNCITRAL award in a manner which the claimant deems to be inconsistent with the award’s terms.",,TREATY
NOT020,2009,$5 billion,5000000000,Gottlieb et al. v. Canada,Gottlieb et al.,USA,Canada,Crowell & Moring; formerly Fulbright & Jaworski,Government of Canada,To be determined,,,,,,"In a notice of intent filed in 2007, the claimants said they were a few of the thousands of USA investors hurt by the Canadian government’s decision to overhaul the way in which it taxes so–called income trusts in the energy sector. However, a class action–style claim under the North American Free Trade Agreement was dealt a setback in 2008 when Canada and the United States jointly agreed that the tax measures in question did not constitute an expropriation under NAFTA. The claimants may try their luck claiming for other breaches of NAFTA, but at press time no formal notice of arbitration had been filed.",,TREATY
