ID,Case Title,Case Number,InvestmentType,Date Registered,Arbitrator1,Arbitrator1President,President Nationality,Arbitrator2,Arbitrator2Claimant,Arbitrators 1 Nationality,Arbitrator3,Arbitrator3Respondent,Arbitrator 2 Nationality,Claimant Representative,Respondent Representative,Outcome Of Proceeding,ResolutionYear
UNC502,Valle Verde Sociedad Financiera S.L. v. Bolivarian Republic of Venezuela,ARB/12/18,Banking enterprise,2012-07-25,Enrique BARROS BOURIE,YES,Chilean,Franco FERRARI,YES,Italian,Raúl E. VINUESA,YES,"Spanish, Argentine","Mezgravis & Asoc, Caracas, Venezuela","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Guglielmino & Asociados, Buenos Aires, Argentina",,
UNC607,Anglo American PLC v. Bolivarian Republic of Venezuela,ARB(AF)/14/1,Mining Concession,2014-04-10,Yves DERAINS,YES,French,Guido Santiago TAWIL,YES,Argentine,Raúl E. VINUESA,YES,"Spanish, Argentine","Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A., London, U.K. Baker & McKenzie Barcelona S. L. P., Caracas, Venezuela","Procuradora General de la República, Caracas, Venezuela Foley Hoag, Washington, D.C., U.S.A.",,
UNC398,Flughafen Z&uumlrich A.G. and Gesti&oacuten e Ingenier&iacutea IDC S.A. v. Bolivarian Republic of Venezuela,ARB/10/19,"Development, operation, and maintenance of an airport",2010-08-09,Juan FERNÁNDEZ-ARMESTO,YES,Spanish,Henri C. ÁLVAREZ,YES,Canadian,Raúl E. VINUESA,YES,"Spanish, Argentine",,,"Award rendered on November 18, 2014, attached to the award is a partial dissenting opinion by arbitrator Raúl Emilio Vinuesa.",2014
,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador)",ARB/08/10,Oil exploration contract,2008-08-08,Rodrigo OREAMUNO,YES,Costa Rican,Horacio A. GRIGERA NAÓN,YES,Argentine,Raúl E. VINUESA,YES,"Spanish, Argentine","Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A.","Procurador General del Estado, Quito, Ecuador Foley Hoag, Washington, D.C., U.S.A. Winston & Strawn, Washington, D.C., U.S.A.","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on February 9, 2011.",2011
UNC325,Murphy Exploration and Production Company International v. Republic of Ecuador,ARB/08/4,Hydrocarbon concession,2008-04-15,Rodrigo OREAMUNO,YES,Costa Rican,Horacio A. GRIGERA NAÓN,YES,Argentine,Raúl E. VINUESA,YES,"Spanish, Argentine","King & Spalding, Houston, TX, U.S.A. Pérez Bustamente & Ponce, Quito, Ecuador","Procurador General del Estado, Quito, Ecuador Foley Hoag, Washington, D.C., U.S.A. Winston & Strawn, Washington, D.C., U.S.A.","Award rendered on December 15, 2010, attached to the award is a dissenting opinion by one of the arbitrators.",2010
UNC287,Alasdair Ross Anderson and others v. Republic of Costa Rica,ARB(AF)/07/3,Capital contributions in an enterprise,2007-03-27,Sandra MORELLI RICO,YES,Colombian,Jeswald W. SALACUSE,YES,U.S.,Raúl E. VINUESA,YES,"Spanish, Argentine","Cain Lamarre Casgrain Wells, s.e.n.e.r.l., Chicoutimi, Canada McMillan, Toronto, Canada","Ministry of Foreign Trade, San Jose, Costa Rica Sidley Austin, Washington, D.C., U.S.A.","Award rendered on May 19, 2010.",2010
,Spence International Investments et al. v. Republic of Costa Rica,UNCT/13/2,Real estate project,,Daniel BETHLEHEM,YES,British,Mark A. KANTOR,YES,U.S.,Raúl E. VINUESA,YES,"Spanish, Argentine","Todd Weiler, Ontario, Canada Fasken Martineau DuMoulin, Vancouver, Canada Vianney Saborío Hernández, San José, Costa Rica","Ministry of Foreign Trade, San Jose, Costa Rica Sidley Austin, Washington D,C,, U.S.A.",,
,Enel Green Power S.p.A. v. Republic of El Salvador,ARB/13/18,Geothermal energy project,2013-08-21,Alejandro ESCOBAR,YES,"U.S., Chilean",Oscar M. GARIBALDI,YES,"U.S., Argentine",Raúl E. VINUESA,YES,"Spanish, Argentine","Clifford Chance, Washington, D.C., U.S.A. Arias & Mu&ntildeoz, San Salvador, El Salvador","Foley Hoag, Washington, D.C., U.S.A.","Award rendered embodying the parties’ settlement agreement, pursuant to ICSID Arbitration Rule 43(2) on September 14, 2015.",2015
,"Cable Television of Nevis, Ltd. and Cable Television of Nevis Holdings, Ltd. v. Federation of St. Kitts and Nevis",ARB/95/2,Cable television franchise,1995-11-14,Woodbine Augustus DAVIS,YES,Barbadian,Arthur A. MAYNARD,YES,Barbadian,Rex McKAY,YES,Guyanese,"A Bruce Bowden, Counsel, Pittsburgh, PA, U.S.A.","Terrence V. Byron, Barrister-at-Law and Solicitor, St. Kitts and Nevis Mark AG. Brantley, Attorney-at law, St. Kitts and Nevis","Award declining jurisdiction rendered on January 13, 1997.",1997
UNC479,Telef&oacutenica S.A. v. United Mexican States,ARB(AF)/12/4,Telecommunications services,2012-06-21,Eduardo ZULETA,YES,Colombian,Horacio A. GRIGERA NAÓN,YES,Argentine,Ricardo RAMÍREZ HERNÁNDEZ,YES,Mexican,"Jones Day, Mexico City, Mexico","Dirección General de Consultoría Jurídica de Negociaciones, Subsecretaría de Comercio Exterior, Secretaría de Economía, Mexico City, Mexico",,
,Southern Pacific Properties (Middle East) Limited v. Arab Republic of Egypt,ARB/84/3,Tourism development project,1984-08-28,Eduardo JIMENEZ DE ARECHAGA,YES,Uruguayan,Mohamed Amin Elabassy EL MAHDI,YES,Egyptian,"Robert F. PIETROWSKI, Jr.",YES,U.S.,"Peter Munk, William Laurence Craig, Jan Paulsson, Paul D. Friedland, Jean-Claude Najar, Harvey McGregor, Mohammed Kamel, Charles Kaplan, Michael Polkinghorne and Aron Broches","Iskandar Ghattas, Hassan Baghdadi, Fawzy Mansour, Jean-Denis Bredin, Robert Saint-Esteben, Ahmed Medhat, Emmanuel Gaillard and Rudolf Dolzer","Award rendered on May 20, 1992, attached to the Award is a Dissenting Opinion by one of the arbitrators.",1992
UNC110,Enersis S.A. and others v. Argentine Republic,ARB/03/21,Electricity distribution enterprise,2003-07-22,Roberto MACLEAN,YES,Peruvian,Luis HERRERA MARCANO,YES,Venezuelan,Robert VOLTERRA,YES,Canadian,"Jones Day, Madrid, Spain","Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina",,
UNC290,CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela,ARB/08/15,Cement production enterprise,2008-10-30,Gilbert GUILLAUME,YES,French,Georges ABI-SAAB,YES,Egyptian,Robert VON MEHREN,YES,U.S.,"Skadden, Arps, Slate, Meagher & Flom, New York, NY, U.S.A.","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Curtis, Mallet-Prevost, Colt & Mosle, New York, NY, U.S.A. and Mexico City, Mexico","The Tribunal issues an order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 43(1) on February 15, 2012.",2012
UNC011,Fedax N.V. v. Republic of Venezuela,ARB/96/3,Debt instruments,1996-06-26,Francisco ORREGO VICUÑA,YES,Chilean,Meir HETH,YES,Israeli,Roberts B. OWEN,YES,U.S.,"Alberto Baumeister Toledo, Caracas, Venezuela","Procuraduría General de la República, Caracas, Venezuela","Award rendered on March 9, 1998.",1998
UNC507,Venoklim Holding B.V. v. Bolivarian Republic of Venezuela,ARB/12/22,Lubricant production facilities,2012-08-15,Yves DERAINS,YES,French,Enrique GÓMEZ-PINZÓN,YES,Colombian,Rodrigo OREAMUNO,YES,Costa Rican,"Jiménez & Liévano Abogados, Bogota, Colombia","Language(s) of Proceeding;Spanish;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered by the Tribunal on April 3, 2015, attached to the award is a concurring and dissenting opinion by arbitrator Enrique Gomez Pinzón.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;August 6, 2015 (Claimant(s));Date of Constitution of ad hoc Committee;September 23, 2015;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Álvaro Rodrigo CASTELLANOS HOWELL (Guatemalan);Members;Piero BERNARDINI (Italian) José Antonio MORENO RODRÍGUEZ (Paraguayan);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Jiménez & Liévano Abogados, Bogota, Colombia","Award rendered by the Tribunal on April 3, 2015, attached to the award is a concurring and dissenting opinion by arbitrator Enrique Gomez Pinzón.",2015
UNC387,Pan American Energy LLC v. Plurinational State of Bolivia,ARB/10/8,Exploration and exploitation of hydrocarbons,2010-04-12,Bernardo M. CREMADES,YES,Spanish,Francisco ORREGO VICUÑA,YES,Chilean,Rodrigo OREAMUNO,YES,Costa Rican,"Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A.","Procuraduría General del Estado, La Paz, Bolivia Dechert, Paris, France","Order taking note of the discontinuance of the proceeding issued by the Tribunal pursuant to ICSID Arbitration Rule 43(1) on February 24, 2015.",2015
,Abed El Jaouni and Imperial Holding SAL v. Lebanese Republic,ARB/15/3,Air transportation services,2015-01-16,Albert Jan VAN DEN BERG,YES,Dutch,J. William ROWLEY,YES,"British, Canadian",Rodrigo OREAMUNO,YES,Costa Rican,"Quinn Emanuel Urquhart & Sullivan, London, U.K. and Los Angeles, CA, U.S.A. Alem & Associates, Beirut, Lebanon","Prime Minister of the Lebanese Republic, Beirut, Lebanon Minister of Justice of the Lebanese Republic, Beirut, Lebanon Ambassador of the Lebanese Republic to the Federal Republic of Germany, Berlin, Germany",,
UNC066,MTD Equity Sdn. Bhd. and MTD Chile S.A. v. Republic of Chile,ARB/01/7,Construction of residential and commercial complex,2001-08-06,Andrés RIGO SUREDA,YES,Spanish,Marc LALONDE,YES,Canadian,Rodrigo OREAMUNO,YES,Costa Rican,"Covington & Burling, Washington, D.C., U.S.A.","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on May 25, 2004.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Respondent(s);Respondent(s) on Annulment;Date Registered;September 30, 2004 (Respondent(s));Date of Constitution of ad hoc Committee;January 18, 2005;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Gilbert GUILLAUME (French);Members;James R. CRAWFORD (Australian) Sara ORDOÑEZ NORIEGA (Colombian);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Covington & Burling, Washington, D.C., U.S.A.","Award rendered on May 25, 2004.",2004
UNC348,"Iberdrola Energía, S.A. v. Republic of Guatemala",ARB/09/5,Electricity distribution concession,2009-04-17,Eduardo ZULETA,YES,Colombian,Yves DERAINS,YES,French,Rodrigo OREAMUNO,YES,Costa Rican,"Uría Menéndez, Madrid, Spain","Procuraduría General de la Nación, Guatemala City. Guatemala Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A. Arenales & Skinner Klée, Guatemala City, Guatemala","Award rendered on August 17, 2012.",2012
UNC416,Franck Charles Arif v. Republic of Moldova,ARB/11/23,Duty free concessions,2011-08-23,Bernardo M. CREMADES,YES,Spanish,Bernard HANOTIAU,YES,Belgian,Rolf KNIEPER,YES,German,"Derains & Gharavi, Paris, France","Minister of Foreign Affairs and European Integration, Chisinau, Moldova Minister of Justice, Chisinau, Moldova Head of the Governmental Agent","Award rendered on April 8, 2013.",2013
UNC417,Tulip Real Estate and Development Netherlands B.V. v. Republic of Turkey,ARB/11/28,Residential and commercial construction project,2011-10-28,Gavan GRIFFITH,YES,Australian,Michael Evan JAFFE,YES,U.S.,Rolf KNIEPER,YES,German,"Crowell & Moring, Washington, D.C. and New York, NY, U.S.A.","LALIVE, Geneva, Switzerland Kuseyri Hukuk Burosu, Ankara, Turkey Nixon Peabody, NY, U.S.A.","Award rendered on March 10, 2014, attached to the award is a separate opinion by arbitrator Michael Evan Jaffe.",2014
UNC192,Helnan International Hotels A/S v. Arab Republic of Egypt,ARB/05/19,Hotel lease and development agreements,2005-10-05,Yves DERAINS,YES,French,Michael J.A. LEE,YES,British,Rudolf DOLZER,YES,German,"Baker Botts, London, U.K., and Washington, D.C., U.S.A. Slaney Advisor, London, U.K.","Language(s) of Proceeding;English;Status of Proceeding;Concluded;Outcome of Proceeding;Award rendered on July 3, 2008.;(b) Annulment Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s) on Annulment;Date Registered;November 10, 2008 (Claimant(s));Date of Constitution of ad hoc Committee;December 22, 2008;Composition of ad hoc Committee (Appointed by the Chairman of the Administrative Council);President;Stephen M. SCHWEBEL (U.S.);Members;Bola A. AJIBOLA (Nigerian) Campbell Alan McLACHLAN (New Zealand);Initial Composition of ad hoc Committee;President;Members;Reconstituted;Party Representatives;Claimant(s): Baker Botts, London, U.K., and Washington, D.C., U.S.A. Slaney Advisor, London, U.K.","Award rendered on July 3, 2008.",2008
UNC425,Agility for Public Warehousing Company K.S.C. v. Islamic Republic of Pakistan,ARB/11/8,Customs clearance services,2011-03-28,L. Yves FORTIER,YES,Canadian,Charles N. BROWER,YES,U.S.,Salim MOOLLAN,YES,"French, Mauritian","Kirkland & Ellis International, London, U.K. Paul Key, London, U.K. Siddharth Dhar, London, U.K.","Samdani & Qureshi, Islamabad, Pakistan Maurice Mendelson QC, London, U.K.",,
UNC116,Camuzzi International S.A. v. Argentine Republic,ARB/03/2,Gas supply and distribution enterprise,2003-02-27,Francisco ORREGO VICUÑA,YES,Chilean,Marc LALONDE,YES,Canadian,Sandra MORELLI RICO,YES,Colombian,"Estudio Moltedo, Buenos Aires, Argentina","Procuradora del Tesoro de la Naci&oacuten, Buenos Aires, Argentina",,
UNC088,Sempra Energy International v. Argentine Republic,ARB/02/16,Gas supply and distribution enterprise,2002-12-06,Francisco ORREGO VICUÑA,YES,Chilean,Marc LALONDE,YES,Canadian,Sandra MORELLI RICO,YES,Colombian,"King & Spalding, Houston, TX, U.S.A.","Language(s) of Proceeding;Spanish, English;Status of Proceeding;Concluded;Outcome of Proceeding;Decision on Application for Annulment issued on June 29, 2010.;(c) Resubmission Proceeding;Applicant(s)/Requesting Party(ies);Claimant(s);Respondent(s);Date Registered;November 12, 2010 (Claimant(s));Date of Constitution of Tribunal;April 21, 2011;Composition of Tribunal;President;Vaughan LOWE (British) - Appointed by the Parties;Arbitrators;Kamal HOSSAIN (Bangladeshi) - Appointed by the Respondent(s) David A.R. WILLIAMS (New Zealand) - Appointed by the Claimant(s);Initial Composition of Tribunal;President;Arbitrators;Reconstituted;Party Representatives;Claimant(s): King & Spalding, Houston, TX, U.S.A.","Award rendered on September 28, 2007, attached to the award is a partial dissenting opinion by one of the arbitrators.",2007
UNC501,Transban Investments Corp. v. Bolivarian Republic of Venezuela,ARB/12/24,Vehicle import enterprise,2012-08-27,Peter TOMKA,YES,Slovak,David D. CARON,YES,U.S.,Santiago TORRES BERNÁRDEZ,YES,Spanish,"DLA Piper, Miami, FL, U.S.A.","Procuraduría General de la República, Caracas, Venezuela Guglielmino & Asociados, Buenos Aires, Argentina",,
UNC320,Ambiente Ufficio S.p.A. and others v. Argentine Republic,ARB/08/9,Debt instruments,2008-07-28,Bruno SIMMA,YES,"German, Austrian",Karl-Heinz BÖCKSTIEGEL,YES,German,Santiago TORRES BERNÁRDEZ,YES,Spanish,"Piero Parodi, Milan, Italy ARBLIT, Milan, Italy Rodolfo Carlos Barra, Buenos Aires, Argentina","Procuradora del Tesoro de la Nación, Buenos Aires, Argentina","Order for the discontinuance of the proceeding for lack of payment of the required advances, pursuant to ICSID Administrative and Financial Regulation 14(3)(d), issued on May, 8, 2015, attached to the order is an individual statement by arbitrator Santiago Torres Bernárdez.",2015
UNC605,Casinos Austria International GmbH and Casinos Austria Aktiengesellschaft v. Argentine Republic,ARB/14/32,Gaming industry,2014-12-18,Hans VAN HOUTTE,YES,Belgian,Stephan SCHILL,YES,German,Santiago TORRES BERNÁRDEZ,YES,Spanish,"Wolf Theiss Rechtsanwälte GmbH & Co KG, Vienna, Austria","Procuradora del Tesoro de la Nación, Buenos Aires, Argentina",,
,Zhinvali Development Ltd. v. Republic of Georgia,ARB/00/1,Rehabilitation of a hydropower plant,2000-01-07,Davis R. ROBINSON,YES,U.S.,Andreas J. JACOVIDES,YES,Cypriot,Seymour J. RUBIN,YES,U.S.,"Zhinvali Development Limited, Megaron Lavinia, Nicosia, Cyprus Patterson, Belknap, Webb & Tyler, New York, NY, U.S.A.","Norton Rose London, U.K. Mgaloblishvili, Kipiani, Dzidziguri (MKD), Tbilisi, Georgia Tbilisi City Government, Tbilisi, Georgia","Award rendered on January 24, 2003, attached to the award is a separate opinion by one of the arbitrators.",2003
,Ali Alyafei v. Hashemite Kingdom of Jordan,ARB/15/24,Acquisition of shares,2015-06-11,Karl-Heinz BÖCKSTIEGEL,YES,German,Stephan SCHILL,YES,German,Siegfried H. ELSING,YES,German,"Gentium Law Group Sàrl, Geneva, Switzerland","Homburger AG, Zurich, Switzerland Dajani & Associates, Amman, Jordan Dr. Anis F. Kassim, Amman, Jordan",,
,"Churchill Mining and Planet Mining Pty Ltd, formerly ARB/12/14 v. Republic of Indonesia",ARB/12/14 and 12/40,Coal mining project,2012-06-22,Gabrielle KAUFMANN-KOHLER,YES,Swiss,Albert Jan VAN DEN BERG,YES,Dutch Michael HWANG,Singaporean,YES,,"Clifford Chance, Perth, Australia, Hong Kong SAR, China, Singapore, Singapore, and London, U.K.","Minister of Law and Human Rights, Jakarta, Indonesia Didi Dermawan, Jakarta, Indonesia DNC Advocates at Work, Jakarta, Indonesia",,
UNC247,Alpha Projektholding GmbH v. Ukraine,ARB/07/16,Hotel development project,2007-07-25,Davis R. ROBINSON,YES,U.S.,Yoram A. TURBOWICZ,YES,Israeli,Stanimir A. ALEXANDROV,YES,Bulgarian,"Specht Rechtsanwalt GmbH, Vienna, Austria Sullivan & Worcester, Boston, MA, U.S.A.","Ministry of Justice, Kiev, Ukraine Grischenko & Partners, Kiev, Ukraine Proxen & Partners, Kiev, Ukraine","Award rendered on November 8, 2010.",2010
,Mobil Oil Corporation and others v. New Zealand,ARB/87/2,Synthetic fuels project,1987-04-15,Graham SPEIGHT,YES,New Zealand,Maureen BRUNT,YES,Australian,Stephen CHARLES,YES,Australian,"Russell McVeagh McKenzie Bartleet & Co., Wellington, New Zealand","Perry Castle of Wellington, New Zealand","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on November 26, 1990 pursuant to Arbitration Rule 43(1)).",1990
UNC083,Hussein Nuaman Soufraki v. United Arab Emirates,ARB/02/7,Concession agreement regarding a port,2002-06-18,L. Yves FORTIER,YES,Canadian,Aktham EL KHOLY,YES,Egyptian,Stephen M. SCHWEBEL,YES,U.S.,"Freshfields Bruckhaus Deringer, New York, NY, U.S.A., and Paris, France","Allen & Overy, London, U.K. and Dubai, United Arab Emirates","Award rendered on July 7, 2004.",2004
UNC457,"Novera AD, Novera Properties B.V. and Novera Properties N.V. v. Republic of Bulgaria",ARB/12/16,Waste management services,2012-07-03,John M. TOWNSEND,YES,U.S.,David D. CARON,YES,U.S.,Stephen M. SCHWEBEL,YES,U.S.,"King & Spalding, New York, NY, U.S.A.","Minister of Finances, Sofia, Bulgaria White & Case, New York, NY, and Washington, D.C., U.S.A. Tomov & Tomov, Sofia, Bulgaria","Award rendered by the Tribunal on August 27, 2015.",2015
,Fondel Metal Participations B.V. v. Republic of Azerbaijan,ARB/07/1,Aluminium and alumina production company,2007-01-09,David A.R. WILLIAMS,YES,New Zealand,J. William ROWLEY,YES,"British, Canadian",Stephen M. SCHWEBEL,YES,U.S.,"Clyde & Co., London, U.K. Toby Landau, London, U.K.","Ministry of Economic Development, Baku, Azerbaijan State Committee for Management of State Property, Baku, Azerbaijan Allen & Overy, London, U.K.","Settlement agreed by the parties and proceeding discontinued at their request (Order taking note of the discontinuance issued by the Tribunal on January 23, 2009 pursuant to Arbitration Rule 43(1)).",2009
UNC040,Mondev International Ltd. v. United States of America,ARB(AF)/99/2,Commercial real estate development,1999-09-20,Ninian STEPHEN,YES,Australian,James R. CRAWFORD,YES,Australian,Stephen M. SCHWEBEL,YES,U.S.,"White & Case, Washington, D.C., U.S.A. Hale and Dorr, Boston, MA, U.S.A. Arthur Watts, Chambers of Ian Milligan, Esq., QC, London, U.K.","Chief, NAFTA Arbitration Division, Office of International Claims and Investment Disputes, Office of the Legal Adviser (L/CID), Washington, D.C., U.S.A.","Award rendered on October 11, 2002.",2002
UNC525,Güneş Tekstil Konfeksiyon Sanayi ve Ticaret Limited Şirketi and others v. Republic of Uzbekistan,ARB/13/19,Retail enterprise,2013-08-29,Hans VAN HOUTTE,YES,Belgian,Eric SCHWARTZ,YES,"U.S., French",Teresa GIOVANNINI,YES,Swiss,"Akinci Law Office, Istanbul, Turkey","White and Case, Washington, D.C. Ministry of Justice, Tashkent, Uzbekistan",,
,Carnegie Minerals (Gambia) Limited v. Republic of The Gambia,ARB/09/19,Mining concession,2009-10-23,Donald DONOVAN,YES,U.S.,Jean Engelmayer KALICKI,YES,U.S.,the Secretary-General Philippe PINSOLLE,YES,French,"Clyde & Co, London, U.K.","Office of the President State House, Banjul, The Gambia Mayer Brown Rowe & Maw, Paris, France","Award rendered by the Tribunal on July 14, 2015.",2015
UNC407,Mobile TeleSystems OJSC v. Turkmenistan,ARB(AF)/11/4,Telecommunications enterprise,2011-10-05,Campbell Alan McLACHLAN,YES,New Zealand,Michael C. PRYLES,YES,Australian,Thomas BUERGENTHAL,YES,U.S.,"White & Case, London, U.K.","President of Turkmenistan, Ashgabat, Turkmenistan Curtis, Mallet-Prevost, Colt & Mosle, Washington, D.C. and New York, NY, U.S.A. and Istanbul, Turkey","The Tribunal issues a procedural order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration (Additional Facility) Rule 49(1) on September 21, 2012.",2012
UNC366,"UAB ""ARVI"" ir ko and UAB ""SANITEX"" v. Republic of Serbia",ARB/09/21,Fertilizer plant,2009-12-18,Thomas BUERGENTHAL,YES,U.S.,Charles N. BROWER,YES,U.S.,Tibor VARADY,YES,Serbian,"Hughes Hubbard & Reed, Paris, France Bernotas & Dominas Glimstedt, Vilnius, Lithuania","Public Attorney of the Republic of Serbia, Belgrade, Serbia Sanja Djajic, Novi Sad, Serbia Miroslav Paunovic, Radomir Milosevic, Milos Zivkovic, Belgrade, Serbia","Award rendered by the Tribunal on March 16, 2015, attached to the award is a separate opinion by arbitrator Charles N. Brower.",2015
UNC260,Gustav F W Hamester GmbH & Co KG v. Republic of Ghana,ARB/07/24,Cocoa production enterprise,2007-09-24,Brigitte STERN,YES,French,Bernardo M. CREMADES,YES,Spanish,Toby LANDAU,YES,British,"AFA Law, Cheam Surrey, U.K. Andrew Goddardd, Riaz Hussain, London, U.K.","Attorney-General and Minister for Justice, Accra, Ghana Dewey & LeBoeuf, London, U.K.","Award rendered on June 18, 2010.",2010
UNC113,Impregilo S.p.A. v. Islamic Republic of Pakistan,ARB/03/3,Hydropower project,2003-03-03,Gilbert GUILLAUME,YES,French,Bernardo M. CREMADES,YES,Spanish,Toby LANDAU,YES,British,"Sidley Austin Brown & Wood, Washington, D.C., U.S.A. Bonelli Erede Pappalardo, Milan, Italy","Attorney General of Pakistan, Islamabad, Pakistan Bhandari, Naqvi & Riaz, Lahore, Pakistan Eversheds, Paris, France","Settlement agreed by the parties and proceeding discontinued at the request of the Claimant (Order taking note of the discontinuance issued by the Tribunal pursuant to ICSID Arbitration Rule 44 on September 26, 2005).",2005
UNC422,"Hussain Sajwani, Damac Park Avenue for Real Estate Development S.A.E., and Damac Gamsha Bay for Development S.A.E. v. Arab Republic of Egypt",ARB/11/16,Property development projects,2011-06-20,Pierre TERCIER,YES,Swiss,Daniel M. PRICE,YES,U.S.,Toby LANDAU,YES,British,"Clifford Chance, London, UK and Dubai, United Arab Emirates","Egyptian State Lawsuits Authority Shearman & Sterling, Paris, France","Order taking note of the discontinuance of the proceeding pursuant to ICSID Arbitration Rule 44 issued on September 10, 2014.",2014
UNC203,Biwater Gauff (Tanzania) Limited v. United Republic of Tanzania,ARB/05/22,Water and sewer services concession agreement,2005-11-02,Bernard HANOTIAU,YES,Belgian,Gary B. BORN,YES,U.S.,Toby LANDAU,YES,British,"Allen & Overy, London, U.K.","Mkono & Co, Dar es Salaam, Tanzania Freshfields Bruckhaus Deringer, Amsterdam, Netherlands","Award rendered on July 24, 2008, attached to the award is a concurring and dissenting opinion by one of the arbitrators.",2008
UNC534,"Lieven J. van Riet, Chantal C. van Riet and Christopher van Riet v. Republic of Croatia",ARB/13/12,Tourism facilities,2013-06-21,Karl-Heinz BÖCKSTIEGEL,YES,German,Ibrahim FADLALLAH,YES,"French, Lebanese",Toby LANDAU,YES,British,"Derains & Gharavi, Paris, France","Latham & Watkins, Hamburg, Germany and London, U.K. E&A Law Limited, London, U.K.",,
,Cambodia Power Company v. Kingdom of Cambodia,ARB/09/18,Electricity generation and distribution operations,2009-09-16,Neil KAPLAN,YES,British,John BEECHEY,YES,British,Toby LANDAU,YES,British,"Macmillan Keck, New York, NY, U.S.A. Starr & Partners, London, U.K. William Frain-Bell, Hardwicke Chambers, London, U.K.","Freshfields Bruckhaus Deringer, Paris, France","Award rendered on April 22, 2013.",2013
UNC421,Tenaris S.A. and Talta - Trading e Marketing Sociedade Unipessoal Lda. v. Bolivarian Republic of Venezuela,ARB/11/26,Hot briquetted iron production plant,2011-09-30,John BEECHEY,YES,British,Judd L. KESSLER,YES,U.S.,Toby LANDAU,YES,British,"Freshfields Bruckhaus Deringer, Washington, D.C., U.S.A. and Rome, Italy","Procuradur&iacutea General de la Rep&uacuteblica, Caracas, Venezuela Foley Hoag, Washington, D.C., U.S.A.",,
UNC535,Vladislav Kim and others v. Republic of Uzbekistan,ARB/13/6,Cement production enterprise,2013-04-24,David D. CARON,YES,U.S.,L. Yves FORTIER,YES,Canadian,Toby LANDAU,YES,British,"Jones Day, London, U.K.","Government of the Republic of Uzbekistan White & Case, Washington, D.C., U.S.A.",,
UNC420,"The Renco Group, Inc. v. Republic of Peru",UNCT/13/1,Mining company,,Michael J. MOSER,YES,Austrian,L. Yves FORTIER,YES,Canadian,Toby LANDAU,YES,British,"King & Spalding, New York, NY and Houston, TX, U.S.A.","White & Case, Washington, D.C., U.S.A. Estudio Echecopar, Lima, Peru",,
UNC133,Plama Consortium Limited v. Republic of Bulgaria,ARB/03/24,Oil refinery,2003-08-19,Carl F. SALANS,YES,U.S.,Albert Jan VAN DEN BERG,YES,Dutch,V.V. VEEDER,YES,British,"Nixon Peabody, New York, NY, U.S.A. Denev & Oysolov Law Office, Sofia, Bulgaria","Head of the Judicial Protection of the Ministry of Finance, Sofia, Bulgaria White & Case, New York, NY, and Washington, D.C., U.S.A. Tomov & Tomov, Sofia, Bulgaria","Award rendered on August 27, 2008.",2008
UNC563,Federal Elektrik Yatırım ve Ticaret A.Ş. and others v. Republic of Uzbekistan,ARB/13/9,Renovation and development of natural gas system,2013-05-24,Laurent LÉVY,YES,"Swiss, Brazilian",Jan PAULSSON,YES,"Bahraini, Swedish, French",V.V. VEEDER,YES,British,"Akinci Law Office, Istanbul, Turkey Jones Day, London, U.K.","Government of the Republic of Uzbekistan White & Case, Washington, D.C., U.S.A.",,
UNC481,Marco Gavazzi and Stefano Gavazzi v. Romania,ARB/12/25,Steel production enterprise,2012-08-27,Hans VAN HOUTTE,YES,Belgian,Mauro RUBINO-SAMMARTANO,YES,Italian,V.V. VEEDER,YES,British,"Giorgio Sacerdoti and Anna De Luca, Milano, Italy","Authority for State Assets Administration (AAAS), Bucharest, Romania S.C.P. Cobuz Si Asociatii, Bucharest, Romania S.P.R.L. Bostina Si Asociatii, Bucharest, Romania",,
